objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
Japan_00201,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:19:27,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00201.jpg,,,,
Japan_00202,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:36:40,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00202.jpg,,,,
Japan_00203,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:36:58,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00203.jpg,,,,
Japan_00204,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:36:59,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00204.jpg,,,,
Japan_00205,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:00,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00205.jpg,,,,
Japan_00206,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:02,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00206.jpg,,,,
Japan_00207,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:03,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00207.jpg,,,,
Japan_00208,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:04,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00208.jpg,,,,
Japan_00209,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:05,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00209.jpg,,,,
Japan_00210,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:06,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00210.jpg,,,,
Japan_00211,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:07,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00211.jpg,,,,
Japan_00212,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:08,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00212.jpg,,,,
Japan_00213,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:09,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00213.jpg,,,,
Japan_00214,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:27,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00214.jpg,,,,
Japan_00215,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:37:28,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00215.jpg,,,,
Japan_00216,Pocky,Sean Murphy,2023:10:02 16:52:17,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00216.jpg,,,,
Japan_00217,Pocky,Sean Murphy,2023:10:02 16:52:18,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00217.jpg,,,,
Japan_00218,Pocky,Sean Murphy,2023:10:02 16:52:20,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00218.jpg,,,,
Japan_00219,Pocky,Sean Murphy,2023:10:02 16:52:22,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00219.jpg,,,,
Japan_00220,Pocky,Sean Murphy,2023:10:02 16:52:24,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00220.jpg,,,,
Japan_00221,Pocky,Sean Murphy,2023:10:02 16:52:25,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00221.jpg,,,,
Japan_00222,Pocky,Sean Murphy,2023:10:02 16:52:26,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00222.jpg,,,,
Japan_00223,Shinsekai Evening,Sean Murphy,2023:10:02 17:50:02,,Osaka;Shinsekai;night;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00223.jpg,,,,
Japan_00224,Shinsekai Evening,Sean Murphy,2023:10:02 17:50:08,,Osaka;Shinsekai;night;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00224.jpg,,,,
Japan_00225,Shinsekai Evening,Sean Murphy,2023:10:02 17:51:32,,Osaka;Shinsekai;night;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00225.jpg,,,,
Japan_00226,Shinsekai Evening,Sean Murphy,2023:10:02 17:56:43,,Osaka;Shinsekai;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00226.jpg,,,,
Japan_00227,Shinsekai Evening,Sean Murphy,2023:10:02 18:02:09,,Osaka;Shinsekai;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00227.jpg,,,,
Japan_00228,Shinsekai Evening,Sean Murphy,2023:10:02 18:10:53,,Osaka;Shinsekai;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00228.jpg,,,,
Japan_00229,Shinsekai Evening,Sean Murphy,2023:10:02 18:15:37,,Osaka;Shinsekai;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00229.jpg,,,,
Japan_00230,Shinsekai Evening,Sean Murphy,2023:10:02 18:15:47,,Osaka;Shinsekai;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00230.jpg,,,,
Japan_00231,Interesting Pupa,Sean Murphy,2023:10:03 09:43:38,,Osaka;day;wildlife,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00231.jpg,,,,
Japan_00232,Osaka Castle,Sean Murphy,2023:10:03 09:50:47,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00232.jpg,,,,
Japan_00233,Osaka Castle,Sean Murphy,2023:10:03 10:09:03,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00233.jpg,,,,
Japan_00234,Osaka Castle,Sean Murphy,2023:10:03 10:10:13,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00234.jpg,,,,
Japan_00235,Osaka Castle,Sean Murphy,2023:10:03 10:11:59,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00235.jpg,,,,
Japan_00236,Osaka Castle,Sean Murphy,2023:10:03 10:12:38,,Osaka;Osaka Castle;day;history;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00236.jpg,,,,
Japan_00237,Osaka Castle,Sean Murphy,2023:10:03 10:16:58,,Osaka;Osaka Castle;day;history;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00237.jpg,,,,
Japan_00238,Osaka Castle,Sean Murphy,2023:10:03 10:16:59,,Osaka;Osaka Castle;day;history;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00238.jpg,,,,
Japan_00239,Osaka Castle,Sean Murphy,2023:10:03 10:17:01,,Osaka;Osaka Castle;day;history;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00239.jpg,,,,
Japan_00240,Osaka Castle,Sean Murphy,2023:10:03 10:22:36,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00240.jpg,,,,
Japan_00241,Osaka Castle,Sean Murphy,2023:10:03 10:25:51,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00241.jpg,,,,
Japan_00242,Osaka Castle,Sean Murphy,2023:10:03 10:27:06,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00242.jpg,,,,
Japan_00243,Osaka Castle,Sean Murphy,2023:10:03 10:31:17,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00243.jpg,,,,
Japan_00244,Osaka Castle,Sean Murphy,2023:10:03 10:32:15,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00244.jpg,,,,
Japan_00245,Osaka Castle,Sean Murphy,2023:10:03 10:37:05,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00245.jpg,,,,
Japan_00246,Minced Beef and Cheese Croquette,Sean Murphy,2023:10:03 10:54:55,,Osaka;Osaka Castle;day;food,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00246.jpg,,,,
Japan_00247,Osaka Castle Moat,Sean Murphy,2023:10:03 11:27:36,,Osaka;Osaka Castle;day;history,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00247.jpg,,,,
Japan_00248,Shin-Osaka Train Schedule,Sean Murphy,2023:10:03 13:36:17,,Osaka;Shin-Osaka Station;transit,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00248.jpg,,,,
Japan_00249,Mt. Fuji,Sean Murphy,2023:10:03 16:22:18,,transit;Mt. Fuji,Japan,35.36135953,138.7279642,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00249.jpg,,,,
Japan_00250,Mt. Fuji,Sean Murphy,2023:10:03 16:22:37,,transit;Mt. Fuji,Japan,35.36135953,138.7279642,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00250.jpg,,,,
Japan_00251,Mt. Fuji,Sean Murphy,2023:10:03 16:22:39,,transit;Mt. Fuji,Japan,35.36135953,138.7279642,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00251.jpg,,,,
Japan_00252,Mt. Fuji,Sean Murphy,,,transit;Mt. Fuji,Japan,35.36135953,138.7279642,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00252.jpg,,,,
Japan_00253,Tokyo Station,Sean Murphy,2023:10:03 17:38:40,,Tokyo;Tokyo Station;transit,"Tokyo, Japan",35.68148019,139.7673608,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00253.jpg,,,,
Japan_00254,Akihabara,Sean Murphy,2023:10:03 18:05:56,,Tokyo;Akihabara;night,"Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00254.jpg,,,,
Japan_00255,Akihabara,Sean Murphy,2023:10:03 18:06:04,,Tokyo;Akihabara;night,"Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00255.jpg,,,,
Japan_00256,Akihabara,Sean Murphy,2023:10:03 18:06:05,,Tokyo;Akihabara;night,"Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00256.jpg,,,,
Japan_00257,Monster Hunter Sakaba,Sean Murphy,2023:10:03 18:40:57,,Tokyo;Akihabara;Monster Hunter;video games;food,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00257.jpg,,,,
Japan_00258,Monster Hunter Sakaba,Sean Murphy,2023:10:03 18:57:31,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00258.jpg,,,,
Japan_00259,Monster Hunter Sakaba,Sean Murphy,2023:10:03 18:57:51,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00259.jpg,,,,
Japan_00260,Monster Hunter Sakaba,Sean Murphy,2023:10:03 18:58:09,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00260.jpg,,,,
Japan_00261,Monster Hunter Sakaba,Sean Murphy,2023:10:03 18:58:15,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00261.jpg,,,,
Japan_00262,Monster Hunter Sakaba,Sean Murphy,2023:10:03 18:58:24,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00262.jpg,,,,
Japan_00263,Monster Hunter Sakaba,Sean Murphy,2023:10:03 18:59:07,,Tokyo;Akihabara;Monster Hunter;video games;food,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00263.jpg,,,,
Japan_00264,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:01:11,,Tokyo;Akihabara;Monster Hunter;video games;food,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00264.jpg,,,,
Japan_00265,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:01:15,,Tokyo;Akihabara;Monster Hunter;video games;food,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00265.jpg,,,,
Japan_00266,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:01:16,,Tokyo;Akihabara;Monster Hunter;video games;food,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00266.jpg,,,,
Japan_00267,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:13:57,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00267.jpg,,,,
Japan_00268,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:14:22,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00268.jpg,,,,
Japan_00269,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:14:55,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00269.jpg,,,,
Japan_00270,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:15:03,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00270.jpg,,,,
Japan_00271,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:15:26,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00271.jpg,,,,
Japan_00272,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:34:41,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00272.jpg,,,,
Japan_00273,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:41:51,,Tokyo;Akihabara;Monster Hunter;video games;drink,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00273.jpg,,,,
Japan_00274,Monster Hunter Sakaba,Sean Murphy,2023:10:03 19:50:05,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00274.jpg,,,,
Japan_00275,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:00:00,,Tokyo;Akihabara;Monster Hunter;video games;drink,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00275.jpg,,,,
Japan_00276,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:00:20,,Tokyo;Akihabara;Monster Hunter;video games;drink,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00276.jpg,,,,
Japan_00277,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:05:16,,Tokyo;Akihabara;Monster Hunter;video games;food;us,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00277.jpg,,,,
Japan_00278,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:05:32,,Tokyo;Akihabara;Monster Hunter;video games;food;us,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00278.jpg,,,,
Japan_00279,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:24:07,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00279.jpg,,,,
Japan_00280,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:24:15,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00280.jpg,,,,
Japan_00281,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:24:30,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00281.jpg,,,,
Japan_00282,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:53:14,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00282.jpg,,,,
Japan_00283,Monster Hunter Sakaba,Sean Murphy,2023:10:03 20:57:20,,Tokyo;Akihabara;Monster Hunter;video games,"Akihabara, Tokyo, Japan",35.69965162,139.7717121,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00283.jpg,,,,
